74	67	17	35	90	29	95	22	7	39	5195	52	9	51	43	77	65	43	17	0	91	49	70	23	28	90	97	15	31	15	58	99	62	64	47	28	76	85	44	3	61	47	45	2	56	40	30	71	72	73	71	47	74	2	89	55	58	83	18	44	0	94	64	92	9	37	80	51	86	86	32	19	68	92	21	20	45	92	59	87	66	11	97	61	97	65	25	10	8	91	3	18	43	57	77	36	31	35	96	90	
41	33	16	48	40	30	96	35	23	34	72	4630	94	41	30	63	57	41	25	19	49	38	45	27	87	4	49	83	49	7	63	24	84	66	92	96	98	4	88	7	13	7	60	28	69	49	41	29	95	45	60	39	5	70	37	49	60	10	77	26	19	25	63	5	14	67	0	13	19	43	25	1	39	14	37	21	64	0	88	78	22	97	95	23	84	82	37	92	48	1	14	31	61	94	82	9	84	52	79	74	
44	39	80	68	39	8	85	52	34	65	83	78	5085	94	67	25	88	98	97	20	70	44	75	68	91	83	40	52	89	87	96	22	69	29	97	65	82	1	99	16	30	69	7	95	69	8	76	40	67	40	64	67	25	37	42	11	90	68	91	29	26	2	70	34	15	37	63	20	24	27	52	48	94	68	39	70	17	11	58	25	31	51	48	13	23	48	23	10	64	3	78	92	27	58	25	3	43	69	79	23	
52	71	88	33	2	58	90	45	57	32	17	24	59	5028	11	34	84	50	26	22	97	40	11	8	69	68	39	47	2	72	54	12	26	61	89	87	10	65	76	21	27	91	31	90	23	48	72	47	10	64	30	34	58	42	85	29	7	44	34	53	84	91	23	68	90	30	46	60	38	88	39	1	84	66	32	69	12	97	68	67	38	77	42	38	98	7	7	70	98	5	50	51	98	76	68	73	68	29	32	24	
42	87	86	46	30	55	69	27	95	72	77	4	44	91	5003	32	12	99	24	16	10	69	99	66	58	21	57	71	14	97	80	5	36	88	62	15	31	84	98	5	51	43	12	95	26	52	2	14	29	44	65	95	96	79	88	10	57	44	59	97	86	76	62	16	33	39	62	84	56	83	28	57	33	9	90	21	59	9	31	62	49	86	55	17	2	46	37	91	54	59	7	64	17	6	7	19	90	67	35	61	
93	64	94	64	55	42	40	18	95	59	37	25	98	64	83	4954	52	68	5	49	17	4	9	18	9	12	8	54	56	48	42	63	29	40	95	92	96	51	69	51	49	18	66	96	47	18	52	45	20	68	84	6	95	76	88	10	80	43	12	26	91	80	79	26	23	62	45	22	40	47	72	19	27	40	47	62	61	87	34	1	87	21	31	3	68	94	81	88	31	97	63	70	11	61	39	69	16	28	0	18	
77	36	18	25	21	46	13	33	61	55	81	64	79	52	87	36	5435	47	53	83	39	97	33	56	70	79	17	27	8	84	31	86	33	71	87	88	57	69	95	45	7	68	66	43	90	89	52	63	96	39	81	99	64	54	27	58	34	75	70	20	32	20	6	80	95	99	71	3	44	54	44	12	77	73	72	28	39	87	22	74	68	94	19	23	63	73	50	78	63	87	63	4	34	78	78	30	24	37	89	3	
14	57	75	7	58	58	68	4	62	79	52	62	66	60	11	66	36	4628	3	16	67	44	66	77	52	4	87	90	81	70	98	76	92	18	4	13	67	25	22	34	97	56	82	95	31	67	96	32	21	1	86	1	14	66	38	57	15	68	59	22	18	14	10	72	74	2	62	59	27	44	58	73	50	83	2	29	19	77	22	17	48	14	38	74	50	57	96	2	39	41	22	24	22	28	75	87	46	9	10	29	
0	29	34	75	12	19	81	12	1	79	13	71	58	63	75	17	84	97	5583	67	87	77	85	15	97	35	46	29	65	98	19	43	45	94	91	69	51	62	80	80	28	1	8	49	54	97	93	8	56	4	99	45	95	51	11	78	40	48	67	83	15	12	73	91	74	57	90	96	67	25	72	41	49	99	90	73	78	37	94	6	88	30	67	55	9	68	20	75	89	50	8	4	98	28	88	99	92	71	38	88	
63	51	39	97	66	79	8	97	38	67	9	37	98	72	82	96	49	82	26	5406	51	88	23	44	49	6	30	74	27	74	16	75	92	27	68	16	68	63	90	68	56	81	7	67	72	2	82	85	73	15	99	33	77	90	77	37	43	88	97	4	1	40	53	56	56	94	10	85	87	58	19	6	68	18	37	81	68	13	79	92	48	86	21	54	64	36	3	90	70	7	68	8	10	39	11	50	60	91	99	61	
85	2	84	85	12	63	59	7	94	36	56	43	43	1	10	58	73	75	35	87	5295	27	84	49	75	34	78	40	78	89	39	50	22	85	97	75	77	61	18	24	63	83	9	56	85	3	65	85	17	37	31	77	72	50	36	26	52	74	47	22	91	53	24	46	54	10	98	3	11	67	86	67	41	54	40	82	26	79	26	48	84	7	27	52	79	28	13	25	70	15	94	64	86	18	91	59	94	62	67	64	
64	62	93	13	54	61	6	29	64	73	64	54	99	62	20	45	7	35	79	33	44	5082	85	67	66	29	59	57	93	3	10	18	93	55	5	93	90	43	78	70	84	32	55	71	35	65	50	60	53	29	95	5	58	8	62	54	27	26	64	18	58	30	58	0	46	45	83	67	40	79	41	13	45	96	64	15	37	91	38	91	19	63	94	18	49	96	5	15	90	17	66	91	83	1	51	94	35	87	20	14	
52	0	67	80	68	36	30	1	85	74	22	8	47	38	72	49	69	17	34	27	74	35	4962	62	20	29	80	60	45	51	50	2	39	21	54	69	58	1	25	89	47	12	53	82	31	5	95	61	80	59	11	30	79	57	77	60	19	24	46	36	88	28	54	18	72	34	51	16	18	98	42	0	72	99	32	83	71	83	84	23	76	25	94	79	85	91	39	13	16	65	0	73	60	75	36	86	74	95	14	76	
75	54	5	41	44	59	77	32	71	33	41	22	70	16	5	23	46	80	56	94	43	30	57	4820	97	43	0	57	54	16	58	87	29	2	9	29	85	14	82	17	77	36	60	13	6	55	61	27	69	72	67	19	75	76	1	37	45	83	22	95	89	43	59	67	99	24	88	33	20	57	34	7	25	83	28	30	78	73	51	5	92	19	20	84	71	91	36	66	80	64	18	45	44	65	56	26	69	58	21	40	
37	59	54	48	36	29	81	57	48	67	78	87	25	96	40	78	9	80	72	5	63	22	98	49	5286	88	19	4	7	90	99	75	76	99	85	24	50	82	29	43	42	89	34	7	95	47	95	25	15	3	71	40	18	7	91	6	22	74	75	11	38	13	78	66	20	88	33	44	48	44	62	29	62	44	40	15	59	93	47	14	46	94	82	13	66	48	95	39	42	89	93	74	89	48	68	26	27	72	73	73	
44	94	38	99	53	0	20	22	22	17	0	16	65	65	97	15	23	64	98	59	94	50	25	91	80	5369	96	3	56	22	93	49	75	58	54	95	85	96	72	49	61	52	71	23	12	93	43	34	46	82	33	91	37	98	73	44	76	50	75	38	95	0	27	59	72	49	21	5	97	77	5	38	7	90	76	81	83	6	83	25	2	86	87	33	50	92	37	12	99	15	27	38	35	38	76	66	70	85	48	1	
10	27	87	24	55	57	20	49	55	90	90	79	40	97	65	21	97	82	59	80	39	40	22	2	72	23	5362	8	38	34	3	93	25	92	58	16	36	85	87	99	65	83	95	33	63	94	83	89	84	19	81	60	71	67	61	13	83	56	79	95	9	44	15	55	98	66	81	55	5	93	74	41	32	94	6	92	32	74	95	15	34	68	6	79	47	24	41	4	19	47	81	43	54	1	53	59	14	25	50	16	
7	25	71	63	64	90	19	46	57	29	11	98	61	62	45	94	13	29	63	7	45	12	68	16	57	21	25	4912	91	59	76	65	18	64	73	70	48	74	47	34	60	62	77	5	11	74	6	64	8	9	66	48	41	53	54	67	28	0	97	70	98	99	51	92	75	35	78	6	10	24	48	44	94	48	65	54	37	0	45	2	72	45	40	13	7	14	88	37	55	56	70	14	89	62	61	83	21	58	44	99	
35	26	47	99	28	46	54	75	65	48	72	98	85	34	19	24	40	63	8	41	2	62	68	21	72	90	66	32	4925	77	16	53	99	57	40	44	59	82	21	38	94	37	65	4	61	48	86	87	76	39	56	86	3	71	21	29	49	65	92	8	40	38	66	23	44	20	46	56	43	15	10	45	37	73	62	76	18	38	9	68	97	80	82	15	37	54	33	89	85	12	37	46	55	10	32	46	62	32	41	60	
46	86	68	20	15	35	54	82	44	93	16	78	54	41	51	98	87	35	61	64	61	71	1	75	59	3	12	9	45	5435	74	70	22	52	84	62	33	78	45	66	93	45	94	25	64	82	74	64	98	35	14	6	81	83	61	98	71	43	20	78	47	34	12	1	53	85	52	78	57	14	13	63	98	49	6	13	16	9	97	93	98	50	91	63	39	88	39	45	55	23	18	87	30	74	81	26	93	72	40	58	
49	22	11	27	67	73	77	88	49	91	28	24	36	20	20	45	23	10	13	3	87	95	61	22	56	86	60	56	6	97	5441	22	88	25	72	32	61	54	59	25	91	92	57	64	20	38	91	73	55	78	53	95	88	86	85	86	11	58	37	36	87	46	99	15	18	8	48	89	3	93	58	78	10	93	87	90	7	56	94	37	34	40	92	31	86	3	45	91	97	21	36	17	86	59	24	55	92	50	97	53	
38	10	65	7	84	40	30	9	34	7	51	4	91	12	30	80	39	26	9	55	64	21	37	20	16	72	25	13	56	90	74	4251	58	51	8	6	52	19	31	41	13	12	35	34	15	8	97	79	29	45	80	91	69	36	86	76	78	55	14	78	64	11	14	62	24	13	0	22	74	12	59	31	4	19	79	84	65	23	60	31	53	85	79	65	46	41	42	19	16	17	46	42	1	95	62	6	57	60	37	95	
52	0	44	35	74	73	1	16	51	63	22	72	25	88	97	35	80	31	48	11	2	13	50	28	64	22	40	56	93	51	86	77	4781	27	88	79	20	47	26	40	3	38	19	21	83	57	57	67	46	70	44	25	87	11	2	28	81	85	10	29	6	42	19	57	60	32	74	19	65	31	90	37	99	36	88	16	70	39	48	70	77	30	55	32	14	75	25	49	62	96	40	64	96	81	1	25	77	62	27	47	
94	46	72	83	63	74	18	30	58	92	36	98	65	8	80	88	75	35	35	39	88	31	26	24	77	69	36	73	15	6	40	51	7	5413	64	43	77	96	29	75	69	2	14	14	85	99	63	18	81	74	91	93	11	50	94	48	74	82	70	58	77	48	44	5	44	73	66	16	87	79	36	81	74	49	83	79	83	5	23	74	70	3	12	18	69	14	88	98	20	89	4	98	85	96	58	18	15	7	56	56	
54	28	24	35	61	51	31	43	2	12	30	21	81	27	91	20	39	9	96	99	30	9	35	99	67	55	27	69	57	44	32	10	62	83	5041	53	24	87	20	65	13	24	53	16	50	90	76	75	52	36	68	62	36	85	63	94	53	21	66	54	31	98	97	11	82	80	49	36	48	54	16	4	99	1	78	41	14	51	14	29	54	89	1	35	96	93	24	72	17	83	72	26	28	80	49	84	72	51	76	92	
76	2	2	96	62	75	49	34	90	95	35	20	72	51	44	53	88	44	15	0	85	77	4	37	84	6	41	21	69	31	64	32	42	77	17	5159	72	43	0	62	41	29	61	99	30	37	86	12	86	30	92	13	48	18	86	70	30	98	10	3	85	83	1	65	63	55	66	96	38	14	54	69	10	70	62	47	54	49	24	64	36	70	63	45	99	89	98	30	64	75	75	26	27	69	88	35	51	35	81	8	
20	43	24	57	92	84	59	13	70	32	62	41	4	72	87	50	24	41	45	64	32	71	5	40	55	11	38	42	29	81	11	31	25	66	14	4	4469	89	39	54	84	12	45	69	16	78	44	22	49	15	32	34	80	55	33	75	11	94	28	69	97	44	76	65	25	96	20	5	40	90	0	33	8	42	46	52	46	3	24	78	98	95	35	72	81	3	42	28	68	99	14	59	19	24	16	40	80	5	13	7	
59	26	22	24	31	21	15	10	13	74	30	61	55	85	40	78	43	34	76	57	88	99	33	19	38	18	52	18	37	86	83	91	84	8	70	13	98	4945	41	8	65	87	67	0	5	39	93	63	23	92	6	44	62	41	41	73	50	75	48	0	72	27	36	69	73	47	0	55	58	67	79	92	34	58	20	6	30	44	48	76	78	34	82	56	25	52	29	6	79	55	80	48	25	75	98	51	53	50	53	63	
2	3	95	86	91	1	39	78	5	16	9	66	21	49	89	81	9	69	24	99	33	84	56	17	99	93	22	41	98	75	15	84	7	19	27	99	68	66	5297	73	49	5	34	57	20	93	71	74	76	96	49	0	57	73	10	5	54	42	76	69	79	28	53	66	57	91	21	11	39	84	74	70	98	47	71	80	40	17	62	15	4	38	83	95	17	34	36	46	57	96	58	61	20	84	87	80	85	77	22	8	
98	20	30	57	7	93	18	64	62	86	22	6	51	83	16	42	35	52	3	11	96	32	89	93	25	27	28	15	67	57	66	44	69	13	86	64	8	82	69	4751	18	35	13	85	24	50	47	39	25	80	75	45	80	7	80	8	49	43	77	26	77	37	15	87	28	5	35	75	2	75	55	90	20	65	41	98	67	3	60	49	27	3	97	79	82	9	15	46	59	77	2	90	17	88	33	40	91	17	16	37	
57	17	60	12	32	33	64	91	5	78	95	9	40	6	24	30	80	94	2	8	68	80	36	93	17	22	60	14	63	68	91	55	58	79	3	51	25	51	56	97	4863	46	99	51	9	46	12	78	10	37	6	91	52	23	52	72	15	4	42	2	60	66	64	25	96	57	38	40	94	25	74	83	81	60	61	14	57	93	36	80	5	52	30	48	33	47	78	83	88	84	23	2	57	59	45	13	65	83	58	24	
24	69	76	30	40	59	1	68	62	12	80	55	94	55	0	11	39	48	49	23	57	82	6	68	27	10	78	15	8	62	61	12	84	57	97	89	53	2	93	86	3	4673	16	30	81	69	41	54	20	89	22	60	69	68	19	7	90	62	40	5	73	59	21	61	13	40	61	34	25	48	17	91	38	30	26	49	75	31	50	30	51	15	14	15	54	77	56	84	4	90	16	15	70	96	83	90	55	11	44	61	
61	41	95	56	25	5	48	97	9	76	71	26	30	34	92	97	4	9	13	60	13	48	69	11	30	76	17	89	57	86	78	33	41	85	11	17	71	46	79	51	49	21	4872	9	68	49	76	6	57	19	1	19	36	79	11	28	89	67	21	32	84	52	45	14	67	42	77	85	4	0	74	96	96	24	1	70	10	60	97	73	85	0	92	81	22	70	97	72	76	40	82	72	24	5	35	13	87	15	38	27	
15	81	9	77	41	17	47	7	21	72	42	8	15	93	14	60	55	3	17	36	20	11	97	34	2	6	81	30	24	67	44	62	67	0	91	22	37	14	14	20	90	65	80	4570	69	78	54	29	53	49	17	52	14	86	35	62	57	27	95	92	98	70	44	74	61	43	24	35	91	21	13	48	47	57	72	61	80	86	77	30	85	7	85	85	2	18	45	11	52	23	52	80	40	21	35	22	60	74	12	29	
64	29	37	35	42	58	36	11	89	58	23	61	65	52	30	12	80	96	10	27	28	66	7	70	54	29	26	93	69	81	24	34	33	9	59	57	66	26	65	35	92	46	59	23	4939	36	32	53	14	88	42	16	96	69	28	85	43	10	64	46	57	74	11	35	19	75	15	16	88	24	36	2	61	57	79	7	70	39	66	72	93	93	20	85	26	87	4	92	87	93	75	69	80	54	27	82	45	17	25	69	
47	19	46	65	79	46	43	36	86	57	33	57	55	75	89	69	90	2	43	21	35	49	10	96	6	43	44	65	60	68	74	45	49	47	39	40	67	17	89	39	53	65	9	42	49	4755	85	27	7	67	35	47	28	7	3	79	98	12	99	2	36	45	83	45	64	39	68	51	83	39	33	10	4	93	51	53	93	39	52	11	54	15	11	28	0	20	18	51	21	54	6	40	77	83	70	7	84	76	97	64	
13	21	96	87	50	24	92	1	99	98	53	63	69	23	32	46	89	51	86	85	32	98	99	18	35	45	35	55	57	2	9	78	35	31	95	73	51	34	93	62	45	96	33	86	61	3	5681	36	37	92	70	84	82	57	95	33	72	43	17	36	80	72	48	94	56	66	50	83	57	67	90	0	60	44	79	66	29	28	21	40	77	91	6	35	85	74	80	96	95	25	89	46	89	2	79	40	17	95	56	61	
55	85	42	57	69	67	60	18	53	98	31	44	63	46	6	25	86	34	20	92	49	35	22	33	72	29	90	85	41	91	35	78	72	5	54	35	60	25	16	83	43	11	21	3	17	26	21	5068	7	6	85	10	37	91	52	68	2	89	90	48	28	46	53	78	40	18	98	87	99	93	66	50	8	86	53	70	20	94	88	90	31	42	78	86	33	5	12	93	61	53	21	56	41	29	50	50	22	83	47	28	
64	62	51	38	48	81	88	4	82	66	87	62	55	53	79	48	78	65	77	24	80	67	79	54	96	16	55	31	98	73	31	30	44	11	31	1	90	87	58	61	6	72	69	14	90	68	78	18	5215	93	67	48	26	51	77	46	19	57	28	54	22	51	28	31	86	71	38	39	30	64	67	12	62	6	56	49	21	16	54	7	0	98	80	68	79	63	71	46	23	2	78	55	83	63	70	27	31	20	27	78	
36	0	72	30	24	7	39	62	97	76	76	27	1	12	28	95	29	5	20	6	62	52	46	73	55	38	10	97	23	95	86	36	99	60	86	71	66	62	66	83	74	0	80	27	10	62	20	94	14	4964	59	25	43	75	52	48	48	99	65	22	32	13	73	42	84	76	88	95	91	63	92	62	89	73	67	14	89	70	45	28	86	11	79	13	27	10	4	33	62	46	7	21	50	26	33	63	29	67	16	27	
27	93	2	12	67	50	11	49	53	50	18	81	23	97	20	91	62	83	82	57	30	8	61	38	85	33	50	68	78	62	12	69	13	15	42	20	12	0	93	59	99	28	78	71	51	20	80	27	75	75	4728	92	24	41	60	5	51	22	89	46	77	80	36	42	19	24	20	93	57	49	18	7	3	45	25	99	26	84	7	15	68	54	92	68	60	1	81	13	24	91	27	39	19	92	9	39	49	59	7	15	
61	25	33	38	51	44	78	1	22	67	55	34	96	92	18	25	16	40	14	75	44	80	62	89	74	86	19	20	41	35	37	86	61	2	97	80	6	77	92	52	25	71	66	40	59	2	11	68	38	97	46	4685	62	60	65	58	32	34	64	16	65	40	49	60	64	53	46	11	12	42	93	82	49	46	53	27	13	4	90	88	52	32	31	49	3	47	70	23	36	43	36	0	39	22	9	20	51	98	14	62	
81	1	15	10	74	76	10	74	84	66	82	33	5	47	24	41	85	66	72	49	48	56	72	51	14	46	38	97	37	19	95	87	8	43	1	17	46	47	10	64	89	50	33	54	92	20	45	92	87	13	16	96	5050	64	42	98	78	92	77	70	22	34	19	86	98	48	45	78	70	98	23	89	30	59	18	13	85	3	25	15	27	42	55	96	30	15	59	91	79	14	57	66	54	87	45	2	59	12	14	23	
12	20	64	57	49	32	41	93	63	47	82	14	87	50	29	55	22	82	14	45	86	24	82	79	53	98	94	67	39	94	82	90	99	78	82	81	40	68	59	38	90	4	45	89	82	85	39	8	18	73	4	5	14	5250	33	62	70	69	3	30	97	29	46	14	77	80	14	78	60	6	17	57	58	28	65	58	0	99	63	33	53	4	68	53	75	9	3	52	84	31	12	84	29	56	31	50	95	87	44	92	
81	62	75	64	90	81	27	17	89	32	94	63	88	30	47	85	4	69	75	4	59	17	69	13	67	50	51	16	62	64	31	2	58	2	58	88	39	45	98	13	78	7	36	42	9	55	78	59	68	2	9	86	2	26	4930	27	81	46	51	90	14	83	71	92	52	38	28	34	94	54	77	3	11	74	85	65	30	90	37	19	98	66	16	9	20	56	12	24	2	52	3	55	22	48	84	78	76	33	51	53	
15	31	5	92	19	19	63	16	55	82	87	50	58	38	71	44	38	74	87	32	98	8	0	7	92	75	38	61	79	45	55	45	80	95	73	12	86	60	85	42	87	32	92	35	33	98	22	79	13	75	10	25	46	48	69	4946	17	50	47	32	96	9	34	52	13	3	32	23	45	18	3	25	65	75	94	90	7	4	67	4	67	84	83	93	80	89	26	63	45	10	52	37	65	91	3	53	23	54	46	35	
79	4	52	77	99	61	6	92	79	62	8	98	95	3	41	14	9	87	46	72	28	74	47	29	55	30	9	97	12	42	77	44	53	34	20	95	20	29	36	29	61	19	82	50	42	70	28	26	42	19	29	36	2	65	59	25	4369	34	48	0	73	90	8	36	23	87	1	32	58	1	20	54	37	33	31	41	87	52	40	19	63	15	37	27	34	17	92	20	93	57	77	7	69	60	37	25	28	12	38	11	
90	57	93	43	22	95	37	92	89	18	62	68	47	33	41	23	89	23	38	39	89	41	74	92	25	7	27	86	45	84	5	77	72	35	40	32	88	25	17	52	88	28	78	65	47	26	52	32	79	87	3	79	79	59	65	39	97	5400	83	32	42	62	92	90	63	67	46	2	20	41	34	26	95	94	91	82	95	60	50	95	85	41	64	21	59	60	93	0	19	60	28	82	11	41	34	12	46	93	59	6	
77	23	8	92	96	17	91	26	54	98	39	80	36	0	21	80	76	13	68	45	41	58	68	79	60	35	56	79	36	88	40	9	2	92	53	27	4	37	84	30	37	73	28	0	78	84	88	16	50	57	0	25	80	69	70	95	0	42	4866	84	85	4	21	42	31	34	21	26	49	54	65	45	76	30	54	24	96	82	8	25	30	6	86	16	35	46	88	27	49	51	82	90	80	3	43	66	46	47	0	44	
73	58	68	12	1	77	30	44	24	87	52	5	47	48	78	90	72	67	63	70	98	52	61	87	46	20	99	75	78	10	8	44	53	63	78	28	98	57	0	2	2	11	97	7	84	72	71	49	55	65	43	99	36	16	29	65	88	10	85	5453	84	7	83	40	86	69	45	49	78	50	19	5	98	50	76	40	62	48	62	71	4	63	94	78	91	81	33	92	45	95	18	54	67	75	1	22	92	42	87	2	
80	11	10	62	54	61	46	72	59	53	12	14	86	97	92	6	50	78	41	62	29	13	91	6	67	34	77	16	67	45	60	29	4	32	37	2	57	75	80	50	88	14	81	50	40	52	0	94	33	8	7	10	90	69	86	61	1	85	38	69	4866	79	35	67	40	77	25	84	42	31	0	9	21	22	14	30	87	79	31	21	65	71	43	89	1	75	73	33	90	36	40	19	86	69	78	60	77	80	38	10	
25	38	8	41	84	66	76	61	18	28	26	82	15	24	28	34	39	86	37	87	61	33	99	60	15	50	52	68	39	65	71	98	41	3	51	28	54	22	31	88	60	69	62	52	92	19	86	77	52	1	33	2	13	29	0	10	68	82	33	95	59	4737	56	13	82	43	86	94	10	85	4	3	87	6	92	11	25	51	11	34	96	71	58	17	8	29	78	32	69	51	41	12	79	36	12	62	74	45	6	55	
88	94	93	97	37	92	91	39	37	51	25	37	55	27	11	69	25	81	69	10	36	24	65	13	44	15	73	55	38	82	19	44	50	65	28	7	59	14	24	30	49	47	18	28	86	0	27	90	32	22	15	3	94	4	72	39	61	73	22	26	93	31	4756	68	48	78	91	25	87	23	42	98	82	34	97	9	36	82	43	97	59	36	13	12	21	55	44	7	60	51	33	67	19	11	5	84	54	48	50	74	
62	42	75	25	44	30	72	20	24	66	23	33	60	55	24	52	56	29	71	41	44	50	82	36	64	10	23	23	91	85	67	55	19	50	32	53	70	30	97	27	18	40	68	79	21	45	9	0	4	39	19	95	40	94	58	99	6	23	20	40	51	96	37	4958	59	63	46	3	63	63	47	16	40	37	72	73	7	39	93	80	34	50	13	66	60	71	73	77	63	82	48	12	29	96	98	57	93	10	61	66	
75	75	92	39	29	38	50	38	78	85	53	62	38	80	27	47	35	53	5	45	93	51	4	60	79	22	55	9	46	57	59	75	60	21	63	10	88	15	38	59	12	16	50	84	47	19	6	77	88	15	99	36	94	73	3	68	58	35	30	8	98	50	90	74	5081	9	48	62	50	47	86	45	46	40	44	5	17	99	54	83	20	58	49	30	55	97	22	42	61	80	41	33	56	95	86	5	81	83	35	46	
86	70	64	97	91	50	76	88	92	16	96	93	72	45	37	11	40	64	33	29	20	57	8	11	50	71	94	53	74	26	58	31	84	53	49	99	26	21	26	32	73	56	76	29	31	91	8	29	27	22	85	88	72	17	2	14	5	58	95	71	68	58	6	19	33	5104	55	2	89	53	93	54	88	33	40	91	28	64	8	79	12	80	3	44	40	6	94	23	93	47	27	42	67	77	11	81	56	67	2	36	
13	32	24	15	27	71	95	79	12	44	56	91	81	54	87	79	43	72	57	77	34	3	88	96	3	36	50	18	45	75	51	7	14	4	43	75	11	77	5	16	26	72	60	30	22	2	91	67	61	40	0	95	33	94	16	98	0	25	91	51	22	81	73	45	35	83	5021	88	81	30	64	59	38	20	55	27	58	36	7	98	96	79	36	85	55	68	10	3	99	31	98	91	83	24	52	83	37	56	6	78	
95	39	15	86	1	37	56	6	75	7	89	59	12	49	24	30	57	42	61	8	85	37	10	4	5	79	29	83	87	48	5	81	31	3	45	15	34	67	87	34	31	7	8	35	12	55	56	14	50	64	9	48	99	99	83	48	83	98	47	14	84	40	32	55	63	17	61	4462	88	3	64	37	13	10	79	15	58	67	97	21	34	9	3	71	62	79	55	8	14	1	49	6	36	45	92	71	6	57	95	7	
42	37	99	23	34	42	68	10	99	31	20	90	59	51	44	5	35	42	95	14	96	38	14	75	27	57	13	4	11	67	28	36	40	52	65	28	42	24	65	4	64	13	6	24	15	17	36	72	58	60	82	64	39	4	99	7	45	31	16	29	24	48	88	22	22	31	67	17	4295	42	23	25	39	0	96	10	90	48	26	55	40	65	65	67	70	53	28	58	97	58	48	18	46	0	67	5	78	28	28	12	
